CID,BDATE,GEN
AW00027574,19741006,Female
AW00027575,19690801,Female
AW00027576,19690830,Female
AW00027577,19631202,Male
AW00027578,19640507,Female
AW00027579,19630911,Male
AW00027580,19750419,Female
AW00027581,19750505,Male
AW00027582,19750909,Female
AW00027583,19750906,Male
AW00027584,19810309,Female
AW00027585,19810223,Female
AW00027586,19740212,Female
AW00027587,19730913,Female
AW00027588,19740513,Female
AW00027589,19780520,Male
AW00027590,19721019,Male
AW00027591,19730213,Male
AW00027592,19730526,Male
AW00027593,19781212,Male
AW00027594,19721110,Male
AW00027595,19720321,Female
AW00027596,19770311,Male
AW00027597,19720304,Male
AW00027598,19711111,Male
AW00027599,19710801,Male
AW00027600,19590320,Female
AW00027601,19700506,Female
AW00027602,19581005,Male
AW00027603,19620908,Female
AW00027604,19620831,Male
AW00027605,19730718,Male
AW00027606,19621124,Female
AW00027607,19620208,Male
AW00027608,19670721,Male
AW00027609,19671101,Female
AW00027610,19610824,Male
AW00027611,19620602,Male
AW00027612,19781118,Male
AW00027613,19730314,Female
AW00027614,19620105,Male
AW00027615,19700930,Female
AW00027616,19710610,Female
AW00027617,19800718,Female
AW00027618,19750919,Female
AW00027619,19751124,Male
AW00027620,19750902,Female
AW00027621,19750123,Male
AW00027622,19670615,Male
AW00027623,19620602,Male
AW00027624,19670108,Male
AW00027625,19610929,Female
AW00027626,19400229,Male
AW00027627,19400117,Male
AW00027628,19740617,Female
AW00027629,19690118,Male
AW00027630,19690423,Male
AW00027631,19800430,Female
AW00027632,19671107,Female
AW00027633,19671213,Male
AW00027634,19680522,Female
AW00027635,19790402,Female
AW00027636,19680403,Female
AW00027637,19670707,Female
AW00027638,19730312,Male
AW00027639,19680319,Female
AW00027640,19680619,Female
AW00027641,19671107,Female
AW00027642,19670814,Female
AW00027643,19670627,Male
AW00027644,19720806,Female
AW00027645,19720814,Male
AW00027646,19670513,Male
AW00027647,19720921,Male
AW00027648,19610508,Male
AW00027649,19601205,Male
AW00027650,19600814,Male
AW00027651,19610505,Male
AW00027652,19600115,Male
AW00027653,19401106,Female
AW00027654,19400815,Female
AW00027655,19410603,Female
AW00027656,19420610,Male
AW00027657,19420415,Male
AW00027658,19420103,Male
AW00027659,19411219,Male
AW00027660,19410724,Male
AW00027661,19420207,Male
AW00027662,19651213,Female
AW00027663,19710921,Male
AW00027664,19710418,Male
AW00027665,19591213,Male
AW00027666,19600123,Female
AW00027667,19600620,Female
AW00027668,19590425,Male
AW00027669,19700520,Female
AW00027670,19700101,Female
AW00027671,19580901,Male
AW00027672,19581005,Male
AW00027673,19581120,Female
AW00027674,19571220,Female
AW00027675,19580413,Female
AW00027676,19561007,Male
AW00027677,19570222,Female
AW00027678,19570310,Male
AW00027679,19570612,Female
AW00027680,19620802,Male
AW00027681,19561207,Female
AW00027682,19560509,Female
AW00027683,19540809,Female
AW00027684,19550625,Female
AW00027685,19741113,Male
AW00027686,19681115,Male
AW00027687,19690425,Female
AW00027688,19740624,Male
AW00027689,19681112,Male
AW00027690,19721216,Female
AW00027691,19721114,Male
AW00027692,19721201,Male
AW00027693,19730325,Male
AW00027694,19671114,Male
AW00027695,19730811,Female
AW00027696,19680331,Male
AW00027697,19660828,Male
AW00027698,19660714,Female
AW00027699,19721106,Female
AW00027700,19360108,Male
AW00027701,19760805,Male
AW00027702,19710314,Male
AW00027703,19650406,Female
AW00027704,19390527,Male
AW00027705,19761108,Male
AW00027706,19691220,Female
AW00027707,19750919,Female
AW00027708,19691219,Female
AW00027709,19740409,Male
AW00027710,19740617,Male
AW00027711,19680719,Female
AW00027712,19680406,Female
AW00027713,19661007,Female
AW00027714,19660920,Male
AW00027715,19771201,Female
AW00027716,19720929,Male
AW00027717,19720201,Female
AW00027718,19830519,Male
AW00027719,19670513,Male
AW00027720,19710831,Male
AW00027721,19610710,Male
AW00027722,19620502,Male
AW00027723,19590417,Female
AW00027724,19811122,Male
AW00027725,19860209,Male
AW00027726,19850923,Female
AW00027727,19840917,Female
AW00027728,19430129,Female
AW00027729,19840514,Female
AW00027730,19840225,Female
AW00027731,19840303,Male
AW00027732,19831124,Female
AW00027733,19440130,Male
AW00027734,19820806,Male
AW00027735,19821218,Female
AW00027736,19830218,Female
AW00027737,19830321,Male
AW00027738,19840812,Female
AW00027739,19840901,Female
AW00027740,19840708,Female
AW00027741,19850211,Female
AW00027742,19840908,Male
AW00027743,19520724,Female
AW00027744,19480614,Male
AW00027745,19480909,Male
AW00027746,19480809,Male
AW00027747,19811009,Male
AW00027748,19820123,Male
AW00027749,19820521,Female
AW00027750,19811208,Male
AW00027751,19820505,Female
AW00027752,19801119,Male
AW00027753,19810522,Male
AW00027754,19790714,Male
AW00027755,19800312,Female
AW00027756,19710325,Female
AW00027757,19710117,Male
AW00027758,19810910,Female
AW00027759,19760506,Female
AW00027760,19791206,Female
AW00027761,19731129,Female
AW00027762,19731220,Male
AW00027763,19840306,Female
AW00027764,19840510,Female
AW00027765,19730114,Male
AW00027766,19831004,Male
AW00027767,19730408,Female
AW00027768,19720916,Female
AW00027769,19721031,Female
AW00027770,19721031,Female
AW00027771,19730113,Male
AW00027772,19710920,Male
AW00027773,19720602,Male
AW00027774,19770420,Male
AW00027775,19730612,Female
AW00027776,19711102,Female
AW00027777,19711101,Male
AW00027778,19720421,Female
AW00027779,19700826,Male
AW00027780,19760315,Female
AW00027781,19760108,Male
AW00027782,19760220,Male
AW00027783,19700814,Female
AW00027784,19700502,Male
AW00027785,19370403,Male
AW00027786,19700404,Female
AW00027787,19691105,Male
AW00027788,19850816,Male
AW00027789,19690130,Male
AW00027790,19681206,Female
AW00027791,19800305,Female
AW00027792,19690217,Female
AW00027793,19390307,Male
AW00027794,19381009,Female
AW00027795,19720301,Female
AW00027796,19711205,Male
AW00027797,19711230,Male
AW00027798,19711108,Male
AW00027799,19830323,Male
AW00027800,19720415,Female
AW00027801,19741030,Female
AW00027802,19690402,Female
AW00027803,19680818,Female
AW00027804,19781005,Male
AW00027805,19680313,Female
AW00027806,19730217,Female
AW00027807,19400603,Male
AW00027808,19761103,Male
AW00027809,19761028,Female
AW00027810,19691121,Female
AW00027811,19690207,Male
AW00027812,19821029,Female
AW00027813,19820802,Male
AW00027814,19850423,Female
AW00027815,19850624,Female
AW00027816,19840621,Male
AW00027817,19740423,Female
AW00027818,19740304,Female
AW00027819,19680902,Female
AW00027820,19690106,Male
AW00027821,19690315,Male
AW00027822,19730314,Male
AW00027823,19841209,Female
AW00027824,19831031,Female
AW00027825,19840502,Female
AW00027826,19840409,Male
AW00027827,19840526,Female
AW00027828,19831224,Male
AW00027829,19830327,Male
AW00027830,19820612,Male
AW00027831,19820509,Male
AW00027832,19811006,Female
AW00027833,19790805,Female
AW00027834,19791202,Female
AW00027835,19800221,Male
AW00027836,19800617,Male
AW00027837,19800402,Female
AW00027838,19800318,Female
AW00027839,19801023,Female
AW00027840,19840312,Male
AW00027841,19670809,Male
AW00027842,19720501,Female
AW00027843,19410211,Male
AW00027844,19420425,Male
AW00027845,19730228,Male
AW00027846,19680313,Male
AW00027847,19630425,Female
AW00027848,19620222,Male
AW00027849,19660501,Male
AW00027850,19600710,Male
AW00027851,19430704,Female
AW00027852,19441019,Male
AW00027853,19460315,Female
AW00027854,19470108,Male
AW00027855,19470621,Female
AW00027856,19460714,Female
AW00027857,19470823,Female
AW00027858,19480501,Female
AW00027859,19480623,Male
AW00027860,19851219,Male
AW00027861,19850720,Female
AW00027862,19850206,Female
AW00027863,19860122,Female
AW00027864,19851120,Male
AW00027865,19830125,Female
AW00027866,19830418,Male
AW00027867,19811102,Male
AW00027868,19820313,Female
AW00027869,19811207,Female
AW00027870,19850114,Male
AW00027871,19840910,Female
AW00027872,19840801,Male
AW00027873,19831001,Female
AW00027874,19831216,Male
AW00027875,19830320,Female
AW00027876,19821110,Male
AW00027877,19820816,Female
AW00027878,19830611,Male
AW00027879,19821101,Male
AW00027880,19490208,Male
AW00027881,19720403,Male
AW00027882,19720723,Male
AW00027883,19661103,Male
AW00027884,19780130,Female
AW00027885,19670218,Male
AW00027886,19710921,Female
AW00027887,19660307,Male
AW00027888,19651212,Female
AW00027889,19651119,Female
AW00027890,19660207,Male
AW00027891,19711019,Male
AW00027892,19660410,Female
AW00027893,19650520,Male
AW00027894,19650202,Male
AW00027895,19630904,Male
AW00027896,19660327,Male
AW00027897,19660308,Female
AW00027898,19651206,Female
AW00027899,19650401,Female
AW00027900,19700616,Female
AW00027901,19650215,Female
AW00027902,19650101,Female
AW00027903,19760216,Female
AW00027904,19760308,Male
AW00027905,19760311,Male
AW00027906,19810413,Male
AW00027907,19810413,Male
AW00027908,19811101,Female
AW00027909,19811109,Female
AW00027910,19480811,Male
AW00027911,19810806,Male
AW00027912,19810907,Female
AW00027913,19820620,Female
AW00027914,19800207,Female
AW00027915,19850421,Female
AW00027916,19790916,Male
AW00027917,19841029,Female
AW00027918,19830816,Female
AW00027919,19780419,Male
AW00027920,19780618,Female
AW00027921,19581008,Female
AW00027922,19640610,Female
AW00027923,19640318,Male
AW00027924,19621122,Male
AW00027925,19620810,Male
AW00027926,19610706,Male
AW00027927,19611002,Male
AW00027928,19611206,Female
AW00027929,19611226,Male
AW00027930,19610422,Male
AW00027931,19610114,Female
AW00027932,19720108,Female
AW00027933,19590819,Female
AW00027934,19551207,Female
AW00027935,19501021,Male
AW00027936,19510104,Male
AW00027937,19501119,Female
AW00027938,19500923,Male
AW00027939,19510619,Male
AW00027940,19520426,Male
AW00027941,19581207,Female
AW00027942,19650618,Male
AW00027943,19600417,Female
AW00027944,19600608,Male
AW00027945,19650408,Female
AW00027946,19591031,Female
AW00027947,19590409,Female
AW00027948,19640722,Male
AW00027949,19580826,Male
AW00027950,19571026,Male
AW00027951,19580109,Male
AW00027952,19571219,Male
AW00027953,19630511,Female
AW00027954,19570129,Female
AW00027955,19620524,Male
AW00027956,19561011,Male
AW00027957,19560819,Female
AW00027958,19680216,Male
AW00027959,19610908,Male
AW00027960,19560521,Male
AW00027961,19541121,Male
AW00027962,19550505,Female
AW00027963,19600822,Female
AW00027964,19541111,Female
AW00027965,19600509,Female
AW00027966,19530812,Female
AW00027967,19530623,Female
AW00027968,19811204,Male
AW00027969,19820328,Male
AW00027970,19810308,Male
AW00027971,19790829,Female
AW00027972,19790130,Male
AW00027973,19841122,Male
AW00027974,19781119,Male
AW00027975,19771108,Male
AW00027976,19771024,Female
AW00027977,19771021,Male
AW00027978,19820409,Female
AW00027979,19770322,Male
AW00027980,19820501,Female
AW00027981,19820130,Female
AW00027982,19830908,Male
AW00027983,19770419,Male
AW00027984,19760829,Female
AW00027985,19760107,Female
AW00027986,19751005,Male
AW00027987,19751217,Male
AW00027988,19550307,Male
AW00027989,19530905,Male
AW00027990,19540417,Female
AW00027991,19540416,Female
AW00027992,19540310,Male
AW00027993,19520813,Male
AW00027994,19430101,Female
AW00027995,19421006,Male
AW00027996,19421118,Female
AW00027997,19480921,Female
AW00027998,19420805,Male
AW00027999,19490420,Male
AW00028000,19431001,Female
AW00028001,19441123,Female
AW00028002,19440816,Female
AW00028003,19450518,Female
AW00028004,19450308,Female
AW00028005,19460219,Female
AW00028006,19461008,Male
AW00028007,19470403,Male
AW00028008,19470506,Female
AW00028009,19590107,Female
AW00028010,19470811,Male
AW00028011,19480824,Male
AW00028012,19541207,Male
AW00028013,19550412,Male
AW00028014,19500422,Female
AW00028015,19580515,Male
AW00028016,19510521,Male
AW00028017,19501222,Male
AW00028018,19560317,Female
AW00028019,19511130,Female
AW00028020,19570523,Male
AW00028021,19520314,Female
AW00028022,19511210,Male
AW00028023,19520314,Female
AW00028024,19511004,Male
AW00028025,19520724,Female
AW00028026,19690118,Female
AW00028027,19530505,Female
AW00028028,19530611,Male
AW00028029,19530525,Male
AW00028030,19581001,Male
AW00028031,19520905,Female
AW00028032,19530509,Female
AW00028033,19520819,Male
AW00028034,19590912,Female
AW00028035,19540207,Female
AW00028036,19531203,Male
AW00028037,19531216,Male
AW00028038,19530819,Male
AW00028039,19590830,Male
AW00028040,19540822,Male
AW00028041,19541030,Female
AW00028042,19600411,Male
AW00028043,19550503,Female
AW00028044,19550109,Male
AW00028045,19550702,Male
AW00028046,19551113,Female
AW00028047,19560618,Male
AW00028048,19611006,Male
AW00028049,19560423,Male
AW00028050,19560403,Male
AW00028051,19620111,Male
AW00028052,19680216,Male
AW00028053,19561025,Male
AW00028054,19570507,Female
AW00028055,19631021,Female
AW00028056,19580512,Male
AW00028057,19570910,Female
AW00028058,19570904,Female
AW00028059,19590515,Male
AW00028060,19770413,Male
AW00028061,19770105,Male
AW00028062,19710911,Male
AW00028063,19720610,Female
AW00028064,19770909,Female
AW00028065,19710704,Female
AW00028066,19800412,Male
AW00028067,19801208,Female
AW00028068,19750412,Female
AW00028069,19771231,Male
AW00028070,19790407,Male
AW00028071,19850106,Male
AW00028072,19730818,Female
AW00028073,19721010,Female
AW00028074,19831019,Male
AW00028075,19780210,Male
AW00028076,19730511,Male
AW00028077,19721006,Female
AW00028078,19740909,Male
AW00028079,19790303,Female
AW00028080,19740325,Female
AW00028081,19790907,Female
AW00028082,19740129,Male
AW00028083,19740214,Female
AW00028084,19740219,Male
AW00028085,19850112,Male
AW00028086,19840812,Female
AW00028087,19841011,Female
AW00028088,19841025,Male
AW00028089,19850312,Male
AW00028090,19841002,Male
AW00028091,19491223,Female
AW00028092,19840614,Female
AW00028093,19830826,Male
AW00028094,19840525,Female
AW00028095,19830811,Female
AW00028096,19840518,Female
AW00028097,19840302,Female
AW00028098,19520724,Male
AW00028099,19840404,Male
AW00028100,19840222,Female
AW00028101,19830313,Male
AW00028102,19531202,Male
AW00028103,19591117,Male
AW00028104,19830218,Female
AW00028105,19830523,Female
AW00028106,19821124,Female
AW00028107,19550922,Female
AW00028108,19551117,Male
AW00028109,19550903,Male
AW00028110,19561103,Female
AW00028111,19570103,Male
AW00028112,19860119,Female
AW00028113,19571011,Female
AW00028114,19581211,Male
AW00028115,19580904,Female
AW00028116,19690801,Female
AW00028117,19710208,Male
AW00028118,19610107,Female
AW00028119,19660406,Male
AW00028120,19660716,Male
AW00028121,19800814,Female
AW00028122,19801205,Male
AW00028123,19800811,Female
AW00028124,19801229,Female
AW00028125,19810321,Male
AW00028126,19800711,Female
AW00028127,19801215,Male
AW00028128,19791018,Male
AW00028129,19790903,Male
AW00028130,19780802,Male
AW00028131,19781007,Male
AW00028132,19780312,Male
AW00028133,19620531,Male
AW00028134,19620523,Male
AW00028135,19621106,Female
AW00028136,19620923,Female
AW00028137,19750323,Female
AW00028138,19640512,Male
AW00028139,19640113,Female
AW00028140,19691231,Male
AW00028141,19790913,Male
AW00028142,19850810,Male
AW00028143,19850511,Male
AW00028144,19800220,Male
AW00028145,19800510,Male
AW00028146,19720610,Male
AW00028147,19700115,Male
AW00028148,19750215,Male
AW00028149,19750808,Male
AW00028150,19700506,Male
AW00028151,19740408,Female
AW00028152,19740225,Male
AW00028153,19680920,Female
AW00028154,19731009,Female
AW00028155,19740221,Female
AW00028156,19731209,Female
AW00028157,19740422,Male
AW00028158,19670903,Male
AW00028159,19670827,Female
AW00028160,19680309,Female
AW00028161,19840306,Female
AW00028162,19671209,Male
AW00028163,19730307,Female
AW00028164,19680419,Female
AW00028165,19670309,Female
AW00028166,19670101,Female
AW00028167,19660819,Male
AW00028168,19670409,Female
AW00028169,19720314,Male
AW00028170,19720118,Female
AW00028171,19721012,Male
AW00028172,19721123,Male
AW00028173,19650731,Male
AW00028174,19710421,Male
AW00028175,19651229,Male
AW00028176,19721231,Female
AW00028177,19730214,Male
AW00028178,19780423,Female
AW00028179,19730426,Male
AW00028180,19730131,Male
AW00028181,19760830,Female
AW00028182,19660305,Male
AW00028183,19660101,Female
AW00028184,19761204,Female
AW00028185,19761013,Male
AW00028186,19650805,Female
AW00028187,19701109,Male
AW00028188,19641013,Female
AW00028189,19701022,Male
AW00028190,19700517,Female
AW00028191,19641216,Female
AW00028192,19700918,Female
AW00028193,19641016,Female
AW00028194,19640814,Female
AW00028195,19641230,Female
AW00028196,19631115,Male
AW00028197,19691002,Female
AW00028198,19630810,Male
AW00028199,19631107,Female
AW00028200,19630907,Female
AW00028201,19750325,Male
AW00028202,19740912,Female
AW00028203,19741226,Male
AW00028204,19800928,Male
AW00028205,19730831,Female
AW00028206,19760119,Female
AW00028207,19751108,Male
AW00028208,19760119,Female
AW00028209,19740508,Female
AW00028210,19731130,Female
AW00028211,19740423,Male
AW00028212,19790402,Female
AW00028213,19790309,Male
AW00028214,19790309,Female
AW00028215,19730510,Female
AW00028216,19720723,Female
AW00028217,19801010,Female
AW00028218,19721231,Female
AW00028219,19721016,Male
AW00028220,19720319,Female
AW00028221,19630513,Female
AW00028222,19620705,Male
AW00028223,19680703,Female
AW00028224,19620803,Male
AW00028225,19790906,Male
AW00028226,19611120,Male
AW00028227,19620314,Male
AW00028228,19780130,Female
AW00028229,19670914,Female
AW00028230,19670924,Female
AW00028231,19780812,Male
AW00028232,19760220,Male
AW00028233,19760219,Male
AW00028234,19700813,Male
AW00028235,19700811,Male
AW00028236,19760709,Female
AW00028237,19701210,Female
AW00028238,19710104,Male
AW00028239,19750420,Male
AW00028240,19700111,Male
AW00028241,19691201,Male
AW00028242,19691231,Female
AW00028243,19810412,Male
AW00028244,19750514,Female
AW00028245,19610704,Male
AW00028246,19671008,Female
AW00028247,19620322,Male
AW00028248,19681112,Male
AW00028249,19680829,Female
AW00028250,19740514,Male
AW00028251,19680717,Male
AW00028252,19690512,Female
AW00028253,19740507,Male
AW00028254,19730811,Female
AW00028255,19730718,Male
AW00028256,19680416,Male
AW00028257,19730414,Male
AW00028258,19680308,Female
AW00028259,19731129,Male
AW00028260,19670219,Male
AW00028261,19670119,Female
AW00028262,19720703,Female
AW00028263,19661104,Male
AW00028264,19670327,Female
AW00028265,19670222,Male
AW00028266,19660920,Male
AW00028267,19660909,Female
AW00028268,19720709,Female
AW00028269,19660823,Female
AW00028270,19660322,Male
AW00028271,19601201,Male
AW00028272,19610414,Male
AW00028273,19610210,Female
AW00028274,19651130,Male
AW00028275,19591215,Male
AW00028276,19410524,Female
AW00028277,19400801,Female
AW00028278,19410117,Male
AW00028279,19410522,Male
AW00028280,19400821,Male
AW00028281,19410624,Male
AW00028282,19420118,Female
AW00028283,19710107,Female
AW00028284,19650902,Female
AW00028285,19650826,Female
AW00028286,19650824,Female
AW00028287,19710513,
AW00028288,19710829,
AW00028289,19660320,
AW00028290,19591013,
AW00028291,19591019,
AW00028292,19710503,
AW00028293,19650211,
AW00028294,19600201,
AW00028295,19590821,
AW00028296,19640912,
AW00028297,19640319,
AW00028298,19590219,
AW00028299,19730620,
AW00028300,19601119,
AW00028301,19550224,
AW00028302,19540820,
AW00028303,19751124,
AW00028304,19690815,
AW00028305,19700204,
AW00028306,19740528,
AW00028307,19680822,
AW00028308,19741003,
AW00028309,19831001,
AW00028310,19780520,
AW00028311,19720807,
AW00028312,19680623,
AW00028313,19670912,
AW00028314,19731023,
AW00028315,19680403,
AW00028316,19671209,
AW00028317,19721029,Male
AW00028318,19780102,Female
AW00028319,19761108,Female
AW00028320,19660519,Female
AW00028321,19651107,Male
AW00028322,19800718,Male
AW00028323,19681129,Male
AW00028324,19680403,Male
AW00028325,19670112,Male
AW00028326,19750501,Female
AW00028327,19681213,Female
AW00028328,19611020,Male
AW00028329,19590506,Male
AW00028330,19810930,Male
AW00028331,19820202,Female
AW00028332,19811204,Male
AW00028333,19851210,Female
AW00028334,19860517,Female
AW00028335,19860322,Female
AW00028336,19850905,Male
AW00028337,19860515,Female
AW00028338,19420902,Female
AW00028339,19840119,Male
AW00028340,19840404,Male
AW00028341,19840302,Male
AW00028342,19830715,Female
AW00028343,19830606,Female
AW00028344,19830422,Male
AW00028345,19830623,Female
AW00028346,19841201,Male
AW00028347,19850310,Female
AW00028348,19441002,Female
AW00028349,19440820,Female
AW00028350,19440919,Female
AW00028351,19460110,Male
AW00028352,19481206,Female
AW00028353,19480713,Female
AW00028354,19701220,Male
AW00028355,19710314,Male
AW00028356,19700829,Male
AW00028357,19700810,Female
AW00028358,19701130,Male
AW00028359,19760714,Female
AW00028360,19701231,Male
AW00028361,19710326,Female
AW00028362,19760509,Female
AW00028363,19760216,Female
AW00028364,19740302,Female
AW00028365,19740506,Female
AW00028366,19721110,Male
AW00028367,19720907,Male
AW00028368,19780416,Male
AW00028369,19730508,Female
AW00028370,19721106,Male
AW00028371,19721110,Female
AW00028372,19781110,Male
AW00028373,19720324,Male
AW00028374,19710815,Male
AW00028375,19771107,Female
AW00028376,19781004,Male
AW00028377,19721231,Male
AW00028378,19720305,Female
AW00028379,19710901,Male
AW00028380,19700804,Female
AW00028381,19701022,Male
AW00028382,19760929,Male
AW00028383,19710527,Female
AW00028384,19760401,Female
AW00028385,19760315,Female
AW00028386,19800913,Male
AW00028387,19750306,Male
AW00028388,19750929,Female
AW00028389,19700617,Female
AW00028390,19690930,Male
AW00028391,19810313,Female
AW00028392,19381218,Male
AW00028393,19720104,Male
AW00028394,19711001,Female
AW00028395,19720626,Male
AW00028396,19770816,Female
AW00028397,19720505,Female
AW00028398,19680804,Male
AW00028399,19740715,Male
AW00028400,19680822,Male
AW00028401,19710603,Female
AW00028402,19701123,Female
AW00028403,19820313,Female
AW00028404,19750510,Female
AW00028405,19700403,Male
AW00028406,19790916,Male
AW00028407,19690426,Female
AW00028408,19840410,Female
AW00028409,19830315,Female
AW00028410,19821019,Female
AW00028411,19821214,Male
AW00028412,19830205,Male
AW00028413,19810909,Male
AW00028414,19831218,Male
AW00028415,19741216,Female
AW00028416,19741216,Male
AW00028417,19730814,Female
AW00028418,19670824,Female
AW00028419,19670814,Female
AW00028420,19680309,Female
AW00028421,19840212,Female
AW00028422,19830103,Female
AW00028423,19830522,Male
AW00028424,19820720,Male
AW00028425,19830321,Male
AW00028426,19830215,Male
AW00028427,19821008,Female
AW00028428,19821207,Female
AW00028429,19820106,Male
AW00028430,19801129,Male
AW00028431,19810522,Male
AW00028432,19801221,Male
AW00028433,19811122,Female
AW00028434,19810801,Male
AW00028435,19811009,Male
AW00028436,19811129,Male
AW00028437,19811111,Female
AW00028438,19811230,Female
AW00028439,19810511,Female
AW00028440,19801202,Female
AW00028441,19800414,Male
AW00028442,19791108,Male
AW00028443,19810616,Male
AW00028444,19810518,Male
AW00028445,19810617,Male
AW00028446,19801201,Female
AW00028447,19781103,Male
AW00028448,19781108,Female
AW00028449,19750710,Male
AW00028450,19670814,Male
AW00028451,19680201,Female
AW00028452,19670503,Female
AW00028453,19660709,Female
AW00028454,19720505,Female
AW00028455,19720602,Male
AW00028456,19720617,Male
AW00028457,19410330,Male
AW00028458,19671207,Female
AW00028459,19631111,Female
AW00028460,19631202,Male
AW00028461,19680913,Male
AW00028462,19620919,Female
AW00028463,19621211,Male
AW00028464,19611108,Male
AW00028465,19670914,Female
AW00028466,19620321,Male
AW00028467,19710808,Female
AW00028468,19600828,Female
AW00028469,19601001,Female
AW00028470,19590819,Female
AW00028471,19600221,Male
AW00028472,19440111,Female
AW00028473,19450422,Male
AW00028474,19460119,Male
AW00028475,19461209,Male
AW00028476,19521008,Male
AW00028477,19470303,Male
AW00028478,19490414,Female
AW00028479,19851205,Male
AW00028480,19860225,Male
AW00028481,19840714,Female
AW00028482,19830806,Male
AW00028483,19811022,Female
AW00028484,19850312,Male
AW00028485,19830802,Female
AW00028486,19840406,Female
AW00028487,19840401,Male
AW00028488,19830506,Male
AW00028489,19490223,Male
AW00028490,19490320,Female
AW00028491,19661020,Female
AW00028492,19661104,Female
AW00028493,19670521,Female
AW00028494,19831019,Male
AW00028495,19660519,Female
AW00028496,19710805,Male
AW00028497,19660311,Male
AW00028498,19700407,Female
AW00028499,19701203,Female
AW00028500,19650515,Male
AW00028501,19650303,Male
AW00028502,19650409,Female
AW00028503,19701005,Male
AW00028504,19690921,Male
AW00028505,19630905,Female
AW00028506,19660504,Female
AW00028507,19641205,Female
AW00028508,19650415,Female
AW00028509,19640818,Female
AW00028510,19640919,Male
AW00028511,19810313,Male
AW00028512,19811108,Male
AW00028513,19760121,Female
AW00028514,19741209,Female
AW00028515,19801223,Male
AW00028516,19751011,Male
AW00028517,19750123,Male
AW00028518,19750517,Female
AW00028519,19750414,Male
AW00028520,19741003,Female
AW00028521,19750315,Male
AW00028522,19800703,Female
AW00028523,19800106,Male
AW00028524,19750308,Female
AW00028525,19580504,Male
AW00028526,19640705,Male
AW00028527,19731219,Male
AW00028528,19790616,Female
AW00028529,19731206,Female
AW00028530,19740315,Male
AW00028531,19740506,Male
AW00028532,19740605,Male
AW00028533,19760408,Male
AW00028534,19701203,Female
AW00028535,19790106,Female
AW00028536,19690814,Female
AW00028537,19320113,Male
AW00028538,19781116,Male
AW00028539,19790202,Female
AW00028540,19800525,Female
AW00028541,19791001,Female
AW00028542,19850214,Female
AW00028543,29800309,Male
AW00028544,19850414,Male
AW00028545,19860317,Male
AW00028546,19860223,Female
AW00028547,19860109,Female
AW00028548,19860517,Female
AW00028549,19800122,Female
AW00028550,19780618,Male
AW00028551,19780611,Male
AW00028552,19780413,Female
AW00028553,19780722,Female
AW00028554,19840307,Female
AW00028555,19790109,Female
AW00028556,19781218,Female
AW00028557,19790514,Male
AW00028558,19770702,Female
AW00028559,19830724,Male
AW00028560,19830403,Female
AW00028561,19770413,Male
AW00028562,19780107,Male
AW00028563,19831223,Male
AW00028564,19830907,Female
AW00028565,19770313,Male
AW00028566,19761220,Male
AW00028567,19770621,Female
AW00028568,19751011,Female
AW00028569,19820921,Male
AW00028570,19770622,Female
AW00028571,19800410,Female
AW00028572,19790702,Male
AW00028573,19791007,Male
AW00028574,19791116,Female
AW00028575,19810303,Female
AW00028576,19711004,Male
AW00028577,19711105,Male
AW00028578,19830403,Female
AW00028579,19711216,Female
AW00028580,19770102,Female
AW00028581,19600214,Female
AW00028582,19600223,Female
AW00028583,19590825,Male
AW00028584,19591031,Female
AW00028585,19650930,Male
AW00028586,19650719,Male
AW00028587,19590824,Male
AW00028588,19591129,Female
AW00028589,19720610,Male
AW00028590,19610114,Male
AW00028591,19610210,Female
AW00028592,19610120,Female
AW00028593,19600706,Female
AW00028594,19660504,Female
AW00028595,19600808,Male
AW00028596,19610403,Female
AW00028597,19601223,Female
AW00028598,19601210,Male
AW00028599,19710918,Female
AW00028600,19710822,Female
AW00028601,19610602,Male
AW00028602,19611008,Female
AW00028603,19670903,Male
AW00028604,19611201,Female
AW00028605,19670920,Male
AW00028606,19611002,Male
AW00028607,19620422,Male
AW00028608,19610930,Male
AW00028609,19620411,Male
AW00028610,19620408,Female
AW00028611,19620531,Male
AW00028612,19620112,Male
AW00028613,19611218,Male
AW00028614,19621112,Male
AW00028615,19731205,Male
AW00028616,19740101,Female
AW00028617,19621225,Male
AW00028618,19690918,Female
AW00028619,19630808,Female
AW00028620,19690830,Male
AW00028621,19690921,Female
AW00028622,19750309,Female
AW00028623,19690228,Male
AW00028624,19640122,Male
AW00028625,19640711,Male
AW00028626,19810216,Female
AW00028627,19641219,Male
AW00028628,19640705,Female
AW00028629,19650202,Female
AW00028630,19701109,Male
AW00028631,19780319,Male
AW00028632,19790311,Female
AW00028633,19790123,Female
AW00028634,19780919,Male
AW00028635,19840204,Male
AW00028636,19780923,Female
AW00028637,19781005,Male
AW00028638,19781209,Female
AW00028639,19790423,Female
AW00028640,19770802,Male
AW00028641,19820112,Female
AW00028642,19770101,Female
AW00028643,19820509,Male
AW00028644,19821030,Female
AW00028645,19761011,Male
AW00028646,19771129,Female
AW00028647,19830906,Female
AW00028648,19771022,Male
AW00028649,19780411,Male
AW00028650,19750806,Female
AW00028651,19750810,Female
AW00028652,19751221,Female
AW00028653,19760308,Female
